ISO3,Country,Dataset,Source,Type,Access,TemporalStart,TemporalEnd,Frequency,Coverage
CHE,Switzerland,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
CHE,Switzerland,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
CHE,Switzerland,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
CHE,Switzerland,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
CHE,Switzerland,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
CHE,Switzerland,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
CHE,Switzerland,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
CHE,Switzerland,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
CHE,Switzerland,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
CHE,Switzerland,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
CHE,Switzerland,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
SYR,Syrian Arab Republic,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
SYR,Syrian Arab Republic,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
SYR,Syrian Arab Republic,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
SYR,Syrian Arab Republic,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
SYR,Syrian Arab Republic,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
SYR,Syrian Arab Republic,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
SYR,Syrian Arab Republic,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
SYR,Syrian Arab Republic,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
SYR,Syrian Arab Republic,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
SYR,Syrian Arab Republic,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
SYR,Syrian Arab Republic,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TWN,"Taiwan, Province of China",Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TWN,"Taiwan, Province of China",ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TWN,"Taiwan, Province of China",Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TWN,"Taiwan, Province of China",Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TWN,"Taiwan, Province of China",OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TWN,"Taiwan, Province of China",WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TWN,"Taiwan, Province of China",WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TWN,"Taiwan, Province of China",FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TWN,"Taiwan, Province of China",USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TWN,"Taiwan, Province of China",NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TWN,"Taiwan, Province of China",LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TJK,Tajikistan,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TJK,Tajikistan,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TJK,Tajikistan,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TJK,Tajikistan,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TJK,Tajikistan,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TJK,Tajikistan,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TJK,Tajikistan,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TJK,Tajikistan,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TJK,Tajikistan,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TJK,Tajikistan,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TJK,Tajikistan,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TZA,"Tanzania, United Republic of",Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TZA,"Tanzania, United Republic of",ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TZA,"Tanzania, United Republic of",Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TZA,"Tanzania, United Republic of",Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TZA,"Tanzania, United Republic of",OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TZA,"Tanzania, United Republic of",WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TZA,"Tanzania, United Republic of",WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TZA,"Tanzania, United Republic of",FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TZA,"Tanzania, United Republic of",USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TZA,"Tanzania, United Republic of",NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TZA,"Tanzania, United Republic of",LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
THA,Thailand,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
THA,Thailand,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
THA,Thailand,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
THA,Thailand,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
THA,Thailand,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
THA,Thailand,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
THA,Thailand,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
THA,Thailand,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
THA,Thailand,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
THA,Thailand,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
THA,Thailand,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TLS,Timor-Leste,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TLS,Timor-Leste,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TLS,Timor-Leste,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TLS,Timor-Leste,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TLS,Timor-Leste,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TLS,Timor-Leste,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TLS,Timor-Leste,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TLS,Timor-Leste,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TLS,Timor-Leste,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TLS,Timor-Leste,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TLS,Timor-Leste,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TGO,Togo,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TGO,Togo,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TGO,Togo,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TGO,Togo,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TGO,Togo,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TGO,Togo,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TGO,Togo,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TGO,Togo,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TGO,Togo,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TGO,Togo,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TGO,Togo,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TKL,Tokelau,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TKL,Tokelau,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TKL,Tokelau,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TKL,Tokelau,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TKL,Tokelau,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TKL,Tokelau,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TKL,Tokelau,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TKL,Tokelau,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TKL,Tokelau,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TKL,Tokelau,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TKL,Tokelau,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TON,Tonga,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TON,Tonga,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TON,Tonga,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TON,Tonga,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TON,Tonga,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TON,Tonga,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TON,Tonga,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TON,Tonga,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TON,Tonga,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TON,Tonga,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TON,Tonga,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TTO,Trinidad and Tobago,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TTO,Trinidad and Tobago,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TTO,Trinidad and Tobago,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TTO,Trinidad and Tobago,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TTO,Trinidad and Tobago,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TTO,Trinidad and Tobago,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TTO,Trinidad and Tobago,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TTO,Trinidad and Tobago,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TTO,Trinidad and Tobago,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TTO,Trinidad and Tobago,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TTO,Trinidad and Tobago,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TUN,Tunisia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TUN,Tunisia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TUN,Tunisia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TUN,Tunisia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TUN,Tunisia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TUN,Tunisia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TUN,Tunisia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TUN,Tunisia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TUN,Tunisia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TUN,Tunisia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TUN,Tunisia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TKM,Turkmenistan,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TKM,Turkmenistan,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TKM,Turkmenistan,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TKM,Turkmenistan,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TKM,Turkmenistan,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TKM,Turkmenistan,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TKM,Turkmenistan,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TKM,Turkmenistan,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TKM,Turkmenistan,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TKM,Turkmenistan,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TKM,Turkmenistan,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TCA,Turks and Caicos Islands,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TCA,Turks and Caicos Islands,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TCA,Turks and Caicos Islands,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TCA,Turks and Caicos Islands,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TCA,Turks and Caicos Islands,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
TCA,Turks and Caicos Islands,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
TCA,Turks and Caicos Islands,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
TCA,Turks and Caicos Islands,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
TCA,Turks and Caicos Islands,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
TCA,Turks and Caicos Islands,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
TCA,Turks and Caicos Islands,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
TUV,Tuvalu,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
TUV,Tuvalu,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
TUV,Tuvalu,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
TUV,Tuvalu,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
TUV,Tuvalu,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
